participant_id,flow,from_step,to_step,duration_ms
P0,explorar-salvar,inicio-feed,inicio-feed,18045.60000000149
P0,explorar-salvar,inicio-feed,inicio-feed,0.3999999985098839
P0,explorar-salvar,inicio-feed,inicio-feed,26331.199999999255
P0,explorar-salvar,inicio-feed,inicio-feed,0.5
P0,explorar-salvar,inicio-feed,salvar-dica,2720.0
P0,explorar-salvar,salvar-dica,inicio-salvos,1995.800000000745
P0,explorar-salvar,inicio-salvos,inicio-salvos,0.5
P0,criar-perfil,inicio-fluxo,inicio-fluxo,1.0
P0,criar-perfil,inicio-fluxo,preenchimento-nome,2481.099999997765
P0,criar-perfil,preenchimento-nome,preenchimento-nome,253.30000000074506
P0,criar-perfil,preenchimento-nome,preenchimento-nome,251.40000000223517
P0,criar-perfil,preenchimento-nome,preenchimento-nome,78.19999999925494
P0,criar-perfil,preenchimento-nome,preenchimento-nome,212.80000000074506
P0,criar-perfil,preenchimento-nome,preenchimento-nome,416.69999999925494
P0,criar-perfil,preenchimento-nome,preenchimento-nome,505.19999999925494
P0,criar-perfil,preenchimento-nome,preenchimento-nome,32.19999999925494
P0,criar-perfil,preenchimento-nome,preenchimento-nome,33.900000002235174
P0,criar-perfil,preenchimento-nome,preenchimento-nome,31.099999997764826
P0,criar-perfil,preenchimento-nome,preenchimento-nome,847.5
P0,criar-perfil,preenchimento-nome,preenchimento-nome,807.3000000007451
P0,criar-perfil,preenchimento-nome,preenchimento-nome,273.0
P0,criar-perfil,preenchimento-nome,preenchimento-nome,90.69999999925494
P0,criar-perfil,preenchimento-nome,preenchimento-bio,1547.300000000745
P0,criar-perfil,preenchimento-bio,preenchimento-bio,698.0
P0,criar-perfil,preenchimento-bio,preenchimento-bio,248.39999999850988
P0,criar-perfil,preenchimento-bio,preenchimento-bio,102.40000000223517
P0,criar-perfil,preenchimento-bio,preenchimento-bio,807.1999999992549
P0,criar-perfil,preenchimento-bio,preenchimento-bio,272.1000000014901
P0,criar-perfil,preenchimento-bio,preenchimento-bio,292.19999999925494
P0,criar-perfil,preenchimento-bio,preenchimento-bio,183.5
P0,criar-perfil,preenchimento-bio,preenchimento-bio,152.89999999850988
P0,criar-perfil,preenchimento-bio,preenchimento-bio,198.69999999925494
P0,criar-perfil,preenchimento-bio,preenchimento-bio,35.20000000298023
P0,criar-perfil,preenchimento-bio,preenchimento-bio,451.0
P0,criar-perfil,preenchimento-bio,preenchimento-bio,187.0
P0,criar-perfil,preenchimento-bio,preenchimento-bio,49.099999997764826
P0,criar-perfil,preenchimento-bio,preenchimento-bio,111.69999999925494
P0,criar-perfil,preenchimento-bio,preenchimento-bio,97.90000000223517
P0,criar-perfil,preenchimento-bio,preenchimento-bio,199.39999999850988
P0,criar-perfil,preenchimento-bio,preenchimento-bio,65.30000000074506
P0,criar-perfil,preenchimento-bio,preenchimento-bio,479.80000000074506
P0,criar-perfil,preenchimento-bio,preenchimento-bio,120.0
P0,criar-perfil,preenchimento-bio,preenchimento-bio,127.19999999925494
P0,criar-perfil,preenchimento-bio,preenchimento-ferramentas,1777.5
P0,criar-perfil,preenchimento-ferramentas,clique-submit,1523.800000000745
P0,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
P0,postar-dica,inicio-fluxo,inicio-fluxo,1.0
P0,postar-dica,inicio-fluxo,preenchimento-titulo,2272.099999997765
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,282.0
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,209.5
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,266.0
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,223.0
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,151.90000000223517
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,1370.199999999255
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,212.69999999925494
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,87.30000000074506
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,912.5999999977648
P0,postar-dica,preenchimento-titulo,preenchimento-titulo,158.80000000074506
P0,postar-dica,preenchimento-titulo,preenchimento-conteudo,4535.0
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,237.40000000223517
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,175.0
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,212.69999999925494
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,189.89999999850988
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,100.40000000223517
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,162.0
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,216.89999999850988
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,143.80000000074506
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,216.30000000074506
P0,postar-dica,preenchimento-conteudo,preenchimento-conteudo,188.79999999701977
P0,postar-dica,preenchimento-conteudo,clique-submit,5696.400000002235
P0,postar-dica,clique-submit,clique-submit,221.09999999776483
P0,postar-dica,clique-submit,clique-submit,1422.5
P0,postar-dica,clique-submit,confirmacao-postagem,1359.6000000014901
P0,postar-dica,confirmacao-postagem,confirmacao-postagem,220.89999999850988
P0,postar-dica,confirmacao-postagem,confirmacao-postagem,1420.800000000745
P001,explorar-salvar,inicio-feed,inicio-feed,53362.5
P001,explorar-salvar,inicio-feed,inicio-feed,0.3999999985098839
P001,explorar-salvar,inicio-feed,inicio-feed,142811.80000000075
P001,explorar-salvar,inicio-feed,inicio-feed,0.5
P001,explorar-salvar,inicio-feed,inicio-salvos,14291.0
P001,explorar-salvar,inicio-salvos,inicio-salvos,0.4000000022351742
P001,explorar-salvar,inicio-salvos,inicio-feed,16516.39999999851
P001,explorar-salvar,inicio-feed,inicio-feed,0.6999999992549419
P001,explorar-salvar,inicio-feed,salvar-dica,2083.199999999255
P001,explorar-salvar,salvar-dica,inicio-salvos,1956.4000000022352
P001,explorar-salvar,inicio-salvos,inicio-salvos,0.30000000074505806
P001,explorar-salvar,inicio-salvos,inicio-salvos,16786.099999997765
P001,explorar-salvar,inicio-salvos,inicio-salvos,0.30000000074505806
P001,criar-perfil,inicio-fluxo,inicio-fluxo,0.9000000022351742
P001,criar-perfil,inicio-fluxo,preenchimento-nome,2367.800000000745
P001,criar-perfil,preenchimento-nome,preenchimento-nome,342.79999999701977
P001,criar-perfil,preenchimento-nome,preenchimento-nome,240.5
P001,criar-perfil,preenchimento-nome,preenchimento-nome,120.0
P001,criar-perfil,preenchimento-nome,preenchimento-nome,191.20000000298023
P001,criar-perfil,preenchimento-nome,preenchimento-nome,119.69999999925494
P001,criar-perfil,preenchimento-nome,preenchimento-nome,45.69999999925494
P001,criar-perfil,preenchimento-nome,preenchimento-bio,2115.199999999255
P001,criar-perfil,preenchimento-bio,preenchimento-bio,383.4000000022352
P001,criar-perfil,preenchimento-bio,preenchimento-bio,208.5
P001,criar-perfil,preenchimento-bio,preenchimento-bio,227.89999999850988
P001,criar-perfil,preenchimento-bio,preenchimento-bio,90.5
P001,criar-perfil,preenchimento-bio,preenchimento-bio,256.0
P001,criar-perfil,preenchimento-bio,preenchimento-bio,216.30000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,794.3999999985099
P001,criar-perfil,preenchimento-bio,preenchimento-bio,199.60000000149012
P001,criar-perfil,preenchimento-bio,preenchimento-bio,293.0999999977648
P001,criar-perfil,preenchimento-bio,preenchimento-bio,136.0
P001,criar-perfil,preenchimento-bio,preenchimento-bio,139.10000000149012
P001,criar-perfil,preenchimento-bio,preenchimento-bio,262.3999999985099
P001,criar-perfil,preenchimento-bio,preenchimento-bio,152.60000000149012
P001,criar-perfil,preenchimento-bio,preenchimento-bio,161.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,481.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,447.0
P001,criar-perfil,preenchimento-bio,preenchimento-bio,207.60000000149012
P001,criar-perfil,preenchimento-bio,preenchimento-bio,122.39999999850988
P001,criar-perfil,preenchimento-bio,preenchimento-bio,114.80000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,404.30000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,364.5
P001,criar-perfil,preenchimento-bio,preenchimento-bio,279.19999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,175.5
P001,criar-perfil,preenchimento-bio,preenchimento-bio,702.1999999992549
P001,criar-perfil,preenchimento-bio,preenchimento-bio,297.80000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,94.30000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,241.5
P001,criar-perfil,preenchimento-bio,preenchimento-bio,80.89999999850988
P001,criar-perfil,preenchimento-bio,preenchimento-bio,286.9000000022352
P001,criar-perfil,preenchimento-bio,preenchimento-bio,387.80000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,262.0999999977648
P001,criar-perfil,preenchimento-bio,preenchimento-bio,78.10000000149012
P001,criar-perfil,preenchimento-bio,preenchimento-bio,165.09999999776483
P001,criar-perfil,preenchimento-bio,preenchimento-bio,105.70000000298023
P001,criar-perfil,preenchimento-bio,preenchimento-bio,213.09999999776483
P001,criar-perfil,preenchimento-bio,preenchimento-bio,127.10000000149012
P001,criar-perfil,preenchimento-bio,preenchimento-bio,536.0999999977648
P001,criar-perfil,preenchimento-bio,preenchimento-bio,238.90000000223517
P001,criar-perfil,preenchimento-bio,preenchimento-bio,178.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,177.80000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,120.09999999776483
P001,criar-perfil,preenchimento-bio,preenchimento-bio,427.6000000014901
P001,criar-perfil,preenchimento-bio,preenchimento-bio,129.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,1801.9000000022352
P001,criar-perfil,preenchimento-bio,preenchimento-bio,229.19999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,152.09999999776483
P001,criar-perfil,preenchimento-bio,preenchimento-bio,272.30000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,647.4000000022352
P001,criar-perfil,preenchimento-bio,preenchimento-bio,2608.7999999970198
P001,criar-perfil,preenchimento-bio,preenchimento-bio,433.4000000022352
P001,criar-perfil,preenchimento-bio,preenchimento-bio,107.30000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,246.09999999776483
P001,criar-perfil,preenchimento-bio,preenchimento-bio,138.19999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,171.20000000298023
P001,criar-perfil,preenchimento-bio,preenchimento-bio,60.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,190.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,434.0
P001,criar-perfil,preenchimento-bio,preenchimento-bio,186.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,341.9000000022352
P001,criar-perfil,preenchimento-bio,preenchimento-bio,222.89999999850988
P001,criar-perfil,preenchimento-bio,preenchimento-bio,197.19999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,379.30000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,196.80000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,206.19999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,90.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,314.30000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,227.30000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,100.89999999850988
P001,criar-perfil,preenchimento-bio,preenchimento-bio,130.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,120.20000000298023
P001,criar-perfil,preenchimento-bio,preenchimento-bio,250.5
P001,criar-perfil,preenchimento-bio,preenchimento-bio,126.19999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,248.09999999776483
P001,criar-perfil,preenchimento-bio,preenchimento-bio,270.6000000014901
P001,criar-perfil,preenchimento-bio,preenchimento-bio,156.5
P001,criar-perfil,preenchimento-bio,preenchimento-bio,479.6000000014901
P001,criar-perfil,preenchimento-bio,preenchimento-bio,740.5
P001,criar-perfil,preenchimento-bio,preenchimento-bio,378.0
P001,criar-perfil,preenchimento-bio,preenchimento-bio,572.3999999985099
P001,criar-perfil,preenchimento-bio,preenchimento-bio,152.19999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,1891.0
P001,criar-perfil,preenchimento-bio,preenchimento-bio,981.0
P001,criar-perfil,preenchimento-bio,preenchimento-bio,288.69999999925494
P001,criar-perfil,preenchimento-bio,preenchimento-bio,104.10000000149012
P001,criar-perfil,preenchimento-bio,preenchimento-bio,239.60000000149012
P001,criar-perfil,preenchimento-bio,preenchimento-bio,192.39999999850988
P001,criar-perfil,preenchimento-bio,preenchimento-bio,117.5
P001,criar-perfil,preenchimento-bio,preenchimento-bio,173.0
P001,criar-perfil,preenchimento-bio,preenchimento-bio,231.80000000074506
P001,criar-perfil,preenchimento-bio,preenchimento-bio,195.89999999850988
P001,criar-perfil,preenchimento-bio,preenchimento-area,2275.10000000149
P001,criar-perfil,preenchimento-area,preenchimento-ferramentas,3492.099999997765
P001,criar-perfil,preenchimento-ferramentas,preenchimento-ferramentas,959.5
P001,criar-perfil,preenchimento-ferramentas,preenchimento-ferramentas,1303.1000000014901
P001,criar-perfil,preenchimento-ferramentas,preenchimento-ferramentas,1721.8999999985099
P001,criar-perfil,preenchimento-ferramentas,preenchimento-ferramentas,2219.5
P001,criar-perfil,preenchimento-ferramentas,clique-submit,1514.1000000014901
P001,criar-perfil,clique-submit,confirmacao-salvo,0.19999999925494194
P001,criar-perfil,confirmacao-salvo,clique-submit,3277.10000000149
P001,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
P001,criar-perfil,confirmacao-salvo,clique-submit,1320.800000000745
P001,criar-perfil,clique-submit,confirmacao-salvo,0.19999999925494194
P001,criar-perfil,confirmacao-salvo,clique-submit,199.60000000149012
P001,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P001,postar-dica,inicio-fluxo,inicio-fluxo,1.2999999970197678
P001,postar-dica,inicio-fluxo,preenchimento-titulo,2761.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,723.9000000022352
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,427.8999999985099
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,245.10000000149012
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,835.5
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,375.69999999925494
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,235.80000000074506
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,156.80000000074506
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,205.19999999925494
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,1040.5999999977648
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,338.70000000298023
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,555.1999999992549
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,201.09999999776483
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,435.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,130.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,119.70000000298023
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,264.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,188.39999999850988
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,45.19999999925494
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,272.4000000022352
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,212.29999999701977
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,93.70000000298023
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,182.5
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,186.89999999850988
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,192.10000000149012
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,64.79999999701977
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,170.60000000149012
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,87.89999999850988
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,165.60000000149012
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,224.30000000074506
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,138.69999999925494
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,71.80000000074506
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,202.09999999776483
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,89.40000000223517
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,172.69999999925494
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,87.60000000149012
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,150.19999999925494
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,159.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,211.30000000074506
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,163.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,94.09999999776483
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,175.90000000223517
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,80.89999999850988
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,243.69999999925494
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,9.699999999254942
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,720.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,185.20000000298023
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,289.5999999977648
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,87.19999999925494
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,239.80000000074506
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,201.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,88.19999999925494
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,181.60000000149012
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,84.10000000149012
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,143.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,244.29999999701977
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,630.5
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,959.8000000007451
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,383.0
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,733.6999999992549
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,289.30000000074506
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,466.4000000022352
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,137.5
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,142.29999999701977
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,180.20000000298023
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,126.39999999850988
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,152.89999999850988
P001,postar-dica,preenchimento-titulo,preenchimento-titulo,226.60000000149012
