participant_id,flow,from_step,to_step,duration_ms
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,114.19999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,175.0
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,97.5
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,192.59999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,71.60000000149012
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,171.39999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,221.70000000298023
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,184.09999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,58.19999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,120.30000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,149.60000000149012
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,100.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,200.89999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,189.69999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,123.0
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,152.10000000149012
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,107.0
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,186.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,90.79999999701977
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,302.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,250.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,181.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,192.09999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,195.5
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,139.60000000149012
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,197.30000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,342.8999999985099
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,183.19999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,187.90000000223517
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,124.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,173.09999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,260.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,569.3999999985099
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,94.40000000223517
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,270.8999999985099
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,157.60000000149012
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,205.69999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,130.69999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,3507.10000000149
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,7.800000000745058
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,522.2999999970198
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,583.0
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,625.9000000022352
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,210.59999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,100.20000000298023
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,170.39999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,335.30000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,209.89999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,110.40000000223517
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,162.89999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,191.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,219.5
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,198.59999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,912.7000000029802
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,256.29999999701977
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,104.10000000149012
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,165.89999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,275.30000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,322.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,373.69999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,271.9000000022352
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,98.09999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,145.19999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,120.0
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,195.60000000149012
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,122.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,166.39999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,278.30000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,221.80000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,94.09999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,298.4000000022352
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,199.59999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,112.70000000298023
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,172.29999999701977
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,81.40000000223517
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,225.30000000074506
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,104.0
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,204.19999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,851.0999999977648
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,191.90000000223517
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,125.69999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,459.5
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,1130.800000000745
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,199.59999999776483
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,403.70000000298023
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,253.0
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,145.69999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,81.19999999925494
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,181.89999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,230.20000000298023
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,182.89999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,170.89999999850988
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,164.5
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,227.20000000298023
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,186.0
P001,postar-dica,preenchimento-conteudo,preenchimento-conteudo,533.1999999992549
P001,postar-dica,preenchimento-conteudo,clique-submit,8538.699999999255
P001,postar-dica,clique-submit,clique-submit,382.30000000074506
P001,postar-dica,clique-submit,clique-submit,1902.699999999255
P001,postar-dica,clique-submit,clique-submit,2575.199999999255
P001,postar-dica,clique-submit,clique-submit,164.90000000223517
P001,postar-dica,clique-submit,clique-submit,730.5999999977648
P001,postar-dica,clique-submit,confirmacao-postagem,258.6000000014901
P001,postar-dica,confirmacao-postagem,confirmacao-postagem,375.0999999977648
P001,postar-dica,confirmacao-postagem,confirmacao-postagem,1896.2000000029802
P001,postar-dica,confirmacao-postagem,confirmacao-postagem,2585.699999999255
P001,postar-dica,confirmacao-postagem,confirmacao-postagem,156.09999999776483
P001,postar-dica,confirmacao-postagem,confirmacao-postagem,738.0
P001,comentar-reagir,inicio-fluxo,inicio-fluxo,0.4000000022351742
P001,comentar-reagir,inicio-fluxo,inicio-fluxo,20095.099999997765
P001,comentar-reagir,inicio-fluxo,inicio-fluxo,0.5
P001,comentar-reagir,inicio-fluxo,reacao-🤯,3814.800000000745
P02,criar-perfil,inicio-fluxo,inicio-fluxo,0.6999999992549419
P02,criar-perfil,inicio-fluxo,preenchimento-nome,2977.5
P02,criar-perfil,preenchimento-nome,preenchimento-nome,342.5
P02,criar-perfil,preenchimento-nome,preenchimento-nome,316.3999999985099
P02,criar-perfil,preenchimento-nome,preenchimento-nome,126.40000000223517
P02,criar-perfil,preenchimento-nome,preenchimento-bio,2122.800000000745
P02,criar-perfil,preenchimento-bio,preenchimento-bio,126.89999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,166.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,104.10000000149012
P02,criar-perfil,preenchimento-bio,preenchimento-bio,149.10000000149012
P02,criar-perfil,preenchimento-bio,preenchimento-bio,261.69999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,112.89999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,558.6000000014901
P02,criar-perfil,preenchimento-bio,preenchimento-bio,234.30000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,267.69999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,155.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,118.69999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,391.3999999985099
P02,criar-perfil,preenchimento-bio,preenchimento-bio,136.60000000149012
P02,criar-perfil,preenchimento-bio,preenchimento-bio,71.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,208.5
P02,criar-perfil,preenchimento-bio,preenchimento-bio,85.10000000149012
P02,criar-perfil,preenchimento-bio,preenchimento-bio,282.6000000014901
P02,criar-perfil,preenchimento-bio,preenchimento-bio,123.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,145.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,813.9000000022352
P02,criar-perfil,preenchimento-bio,preenchimento-bio,606.3000000007451
P02,criar-perfil,preenchimento-bio,preenchimento-bio,165.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,168.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,365.9000000022352
P02,criar-perfil,preenchimento-bio,preenchimento-bio,273.19999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,120.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,201.5
P02,criar-perfil,preenchimento-bio,preenchimento-bio,117.30000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,217.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,103.80000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,149.30000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,78.09999999776483
P02,criar-perfil,preenchimento-bio,preenchimento-bio,207.10000000149012
P02,criar-perfil,preenchimento-bio,preenchimento-bio,96.80000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,169.89999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,100.90000000223517
P02,criar-perfil,preenchimento-bio,preenchimento-bio,184.5
P02,criar-perfil,preenchimento-bio,preenchimento-bio,205.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,512.3999999985099
P02,criar-perfil,preenchimento-bio,preenchimento-bio,280.20000000298023
P02,criar-perfil,preenchimento-bio,preenchimento-bio,302.79999999701977
P02,criar-perfil,preenchimento-bio,preenchimento-bio,162.90000000223517
P02,criar-perfil,preenchimento-bio,preenchimento-bio,87.30000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,169.29999999701977
P02,criar-perfil,preenchimento-bio,preenchimento-bio,532.8000000007451
P02,criar-perfil,preenchimento-bio,preenchimento-bio,100.69999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,115.5
P02,criar-perfil,preenchimento-bio,preenchimento-bio,804.5
P02,criar-perfil,preenchimento-bio,preenchimento-bio,235.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,233.10000000149012
P02,criar-perfil,preenchimento-bio,preenchimento-bio,287.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,136.19999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,153.90000000223517
P02,criar-perfil,preenchimento-bio,preenchimento-bio,87.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,206.80000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,44.80000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,249.5
P02,criar-perfil,preenchimento-bio,preenchimento-bio,225.19999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,83.59999999776483
P02,criar-perfil,preenchimento-bio,preenchimento-bio,200.20000000298023
P02,criar-perfil,preenchimento-bio,preenchimento-bio,231.5
P02,criar-perfil,preenchimento-bio,preenchimento-bio,136.29999999701977
P02,criar-perfil,preenchimento-bio,preenchimento-bio,225.90000000223517
P02,criar-perfil,preenchimento-bio,preenchimento-bio,264.0999999977648
P02,criar-perfil,preenchimento-bio,preenchimento-bio,157.80000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,312.30000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,100.19999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,91.19999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,155.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,240.80000000074506
P02,criar-perfil,preenchimento-bio,preenchimento-bio,48.600000001490116
P02,criar-perfil,preenchimento-bio,preenchimento-bio,180.39999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,68.60000000149012
P02,criar-perfil,preenchimento-bio,preenchimento-bio,151.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,141.89999999850988
P02,criar-perfil,preenchimento-bio,preenchimento-bio,64.90000000223517
P02,criar-perfil,preenchimento-bio,preenchimento-bio,134.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,199.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,196.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,225.0
P02,criar-perfil,preenchimento-bio,preenchimento-bio,175.69999999925494
P02,criar-perfil,preenchimento-bio,preenchimento-bio,189.5
P02,criar-perfil,preenchimento-bio,preenchimento-area,4851.300000000745
P02,criar-perfil,preenchimento-area,preenchimento-ferramentas,2078.599999997765
P02,criar-perfil,preenchimento-ferramentas,preenchimento-ferramentas,2565.400000002235
P02,criar-perfil,preenchimento-ferramentas,preenchimento-ferramentas,1347.0999999977648
P02,criar-perfil,preenchimento-ferramentas,preenchimento-ferramentas,2207.199999999255
P02,criar-perfil,preenchimento-ferramentas,clique-submit,1734.5
P02,criar-perfil,clique-submit,confirmacao-salvo,0.20000000298023224
P02,criar-perfil,confirmacao-salvo,clique-submit,3628.5
P02,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
P02,criar-perfil,confirmacao-salvo,clique-submit,480.9000000022352
P02,criar-perfil,clique-submit,confirmacao-salvo,0.0
P02,criar-perfil,confirmacao-salvo,clique-submit,8550.29999999702
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,219.69999999925494
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,1087.0
P02,criar-perfil,clique-submit,confirmacao-salvo,0.19999999925494194
P02,criar-perfil,confirmacao-salvo,clique-submit,172.80000000074506
P02,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
P02,criar-perfil,confirmacao-salvo,clique-submit,185.10000000149012
P02,criar-perfil,clique-submit,confirmacao-salvo,0.0
P02,criar-perfil,confirmacao-salvo,clique-submit,218.5
P02,criar-perfil,clique-submit,confirmacao-salvo,0.0
P02,criar-perfil,confirmacao-salvo,clique-submit,16202.89999999851
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,3159.699999999255
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,487.80000000074506
P02,criar-perfil,clique-submit,confirmacao-salvo,0.19999999925494194
P02,criar-perfil,confirmacao-salvo,clique-submit,289.80000000074506
P02,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
P02,criar-perfil,confirmacao-salvo,clique-submit,207.80000000074506
P02,criar-perfil,clique-submit,confirmacao-salvo,0.0
P02,criar-perfil,confirmacao-salvo,clique-submit,226.19999999925494
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,192.59999999776483
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,178.60000000149012
P02,criar-perfil,clique-submit,confirmacao-salvo,0.19999999925494194
P02,criar-perfil,confirmacao-salvo,clique-submit,193.0
P02,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
P02,criar-perfil,confirmacao-salvo,clique-submit,185.5
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,185.5
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,165.89999999850988
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,180.19999999925494
P02,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
P02,criar-perfil,confirmacao-salvo,clique-submit,177.10000000149012
P02,criar-perfil,clique-submit,confirmacao-salvo,0.0
P02,criar-perfil,confirmacao-salvo,clique-submit,158.5
P02,criar-perfil,clique-submit,confirmacao-salvo,0.0
P02,criar-perfil,confirmacao-salvo,clique-submit,206.5
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,164.79999999701977
P02,criar-perfil,clique-submit,confirmacao-salvo,0.0
P02,criar-perfil,confirmacao-salvo,clique-submit,220.90000000223517
P02,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
P02,criar-perfil,confirmacao-salvo,clique-submit,185.30000000074506
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,3613.5
P02,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
P02,criar-perfil,confirmacao-salvo,clique-submit,4089.5
P02,criar-perfil,clique-submit,confirmacao-salvo,0.10000000149011612
P02,criar-perfil,confirmacao-salvo,clique-submit,674.1000000014901
P02,criar-perfil,clique-submit,confirmacao-salvo,0.09999999776482582
